loss,accuracy,val_loss,val_accuracy,lr
1.085449457168579,0.5731707215309143,1.5335055589675903,0.4146341383457184,0.001
0.38210228085517883,0.9207317233085632,1.4934444427490234,0.4146341383457184,0.001
0.2443428933620453,0.957317054271698,1.4375050067901611,0.5609756112098694,0.001
0.16091185808181763,0.9634146094322205,1.4218220710754395,0.4146341383457184,0.001
0.2042447030544281,0.957317054271698,1.4072657823562622,0.4146341383457184,0.001
0.1647462546825409,0.9634146094322205,1.4873788356781006,0.2195121943950653,0.001
0.1043858751654625,0.9939024448394775,1.4182437658309937,0.39024388790130615,0.001
0.10733643174171448,0.9878048896789551,1.327136516571045,0.46341463923454285,0.001
0.08675461262464523,0.9756097793579102,1.2743303775787354,0.4390243887901306,0.001
0.057292867451906204,0.9939024448394775,1.1765902042388916,0.7560975551605225,0.001
0.06098175793886185,0.9939024448394775,1.208456039428711,0.6097561120986938,0.001
0.07450778037309647,0.9939024448394775,1.1483221054077148,0.6097561120986938,0.001
0.09765183925628662,0.9817073345184326,1.3486088514328003,0.2195121943950653,0.001
0.0601230263710022,0.9878048896789551,1.5100833177566528,0.19512194395065308,0.001
0.08323599398136139,0.9817073345184326,1.387834072113037,0.19512194395065308,0.001
0.07014437019824982,0.9939024448394775,1.2527568340301514,0.5853658318519592,0.0005
0.07885081321001053,0.9939024448394775,1.190512776374817,0.6585366129875183,0.0005
